date	KDC	DHG	VCB
09-04-2012	9.97	21.94	12.12
06-04-2012	9.85	21.94	12.12
05-04-2012	9.73	21.94	12.16
04-04-2012	9.61	21.94	12.16
03-04-2012	9.61	22.29	12.24
30-03-2012	9.52	22.29	12.20
29-03-2012	9.18	22.29	12.07
28-03-2012	9.61	22.29	12.20
27-03-2012	9.61	22.29	11.99
26-03-2012	9.66	22.46	12.41
23-03-2012	9.66	22.46	12.45
22-03-2012	9.69	21.94	12.62
21-03-2012	9.69	21.94	12.54
20-03-2012	9.66	21.94	12.49
19-03-2012	9.66	21.76	11.91
16-03-2012	9.71	21.94	11.36
15-03-2012	9.25	21.94	11.91
14-03-2012	8.87	21.59	11.65
13-03-2012	8.75	21.76	11.48
12-03-2012	8.65	21.76	11.27
09-03-2012	8.82	21.76	11.74
08-03-2012	8.80	21.07	11.57
07-03-2012	8.70	22.11	12.16
06-03-2012	8.63	21.94	12.16
05-03-2012	8.65	22.63	12.79
02-03-2012	8.26	21.59	12.20
01-03-2012	8.28	21.42	11.95
29-02-2012	8.28	21.59	11.44
28-02-2012	8.70	21.24	11.57
27-02-2012	8.72	21.76	11.91
24-02-2012	8.61	21.76	11.82
23-02-2012	8.23	21.94	11.48
22-02-2012	8.14	22.11	11.32
21-02-2012	7.91	21.94	10.84
20-02-2012	7.91	22.98	10.76
17-02-2012	7.68	22.11	10.28
16-02-2012	7.54	21.42	10.07
15-02-2012	7.54	21.24	10.07
14-02-2012	7.56	21.59	10.15
13-02-2012	7.35	21.59	9.75
10-02-2012	7.44	21.07	9.91
09-02-2012	7.47	21.07	10.15
08-02-2012	7.47	21.42	10.28
07-02-2012	7.44	20.54	9.87
06-02-2012	7.56	20.72	9.79
03-02-2012	7.65	21.59	9.87
02-02-2012	7.30	21.59	10.03
01-02-2012	7.03	21.42	9.59
31-01-2012	7.09	21.07	9.83
30-01-2012	6.86	20.72	9.75
20-01-2012	6.58	20.20	9.31
19-01-2012	6.28	19.85	9.15
18-01-2012	6.05	19.67	8.74
17-01-2012	5.95	19.85	8.62
16-01-2012	5.77	20.20	8.66
13-01-2012	5.75	19.85	8.50
12-01-2012	5.77	19.15	8.46
11-01-2012	5.82	19.67	8.30
10-01-2012	5.82	19.85	8.30
09-01-2012	5.79	19.15	8.22
06-01-2012	5.84	18.80	7.98
05-01-2012	6.07	19.33	8.14
04-01-2012	6.14	19.50	8.18
03-01-2012	6.23	19.50	8.38
30-12-2011	6.05	19.50	8.78
29-12-2011	5.84	19.15	8.46
28-12-2011	5.58	19.15	8.18
27-12-2011	5.51	19.15	7.82
26-12-2011	5.56	19.67	7.94
23-12-2011	5.58	19.50	8.22
22-12-2011	5.72	18.98	8.34
21-12-2011	6.00	19.85	8.74
20-12-2011	6.05	20.02	8.58
19-12-2011	6.16	20.20	8.87
16-12-2011	6.16	20.37	8.46
15-12-2011	6.47	20.02	8.06
14-12-2011	6.79	20.20	8.14
13-12-2011	6.79	19.33	8.30
12-12-2011	6.98	19.85	8.30
09-12-2011	6.98	20.02	8.50
08-12-2011	6.86	20.02	8.62
07-12-2011	7.21	20.20	8.87
06-12-2011	7.21	20.20	8.95
05-12-2011	7.28	20.20	9.15
02-12-2011	7.26	20.02	9.07
01-12-2011	7.23	20.02	8.95
30-11-2011	7.26	20.20	8.95
29-11-2011	7.26	20.37	9.15
28-11-2011	7.23	20.54	9.35
25-11-2011	7.23	20.54	9.51
24-11-2011	7.21	21.07	9.63
23-11-2011	7.28	21.07	9.63
22-11-2011	7.28	20.89	9.59
21-11-2011	7.28	20.72	9.51
18-11-2011	7.28	20.72	9.75
17-11-2011	7.33	21.76	9.79
16-11-2011	7.42	22.29	9.63
15-11-2011	7.44	22.29	9.27
14-11-2011	7.51	22.80	9.27
11-11-2011	7.63	22.46	9.39
10-11-2011	7.65	22.29	9.47
09-11-2011	7.58	22.63	9.59
08-11-2011	7.68	22.63	9.83
07-11-2011	7.79	22.80	9.95
04-11-2011	7.79	22.63	10.24
03-11-2011	7.86	22.46	10.28
02-11-2011	7.86	22.80	10.40
01-11-2011	7.86	22.97	10.52
31-10-2011	7.86	22.63	10.56
28-10-2011	7.89	22.46	10.68
27-10-2011	7.82	22.29	10.68
26-10-2011	7.79	22.46	10.68
25-10-2011	7.82	22.29	10.60
24-10-2011	7.84	22.29	10.68
21-10-2011	7.82	22.63	10.72
20-10-2011	7.79	22.29	10.36
19-10-2011	7.82	22.29	10.36
18-10-2011	7.89	22.29	10.44
17-10-2011	7.91	22.80	10.56
14-10-2011	7.91	22.97	10.60
13-10-2011	7.86	22.80	10.52
12-10-2011	7.89	22.97	10.56
11-10-2011	7.91	23.31	10.64
10-10-2011	7.91	22.63	10.72
07-10-2011	8.14	23.31	10.68
06-10-2011	8.35	22.63	10.76
05-10-2011	8.26	22.29	10.72
04-10-2011	8.14	22.80	10.76
03-10-2011	8.23	23.83	10.88
30-09-2011	8.28	22.80	11.00
29-09-2011	8.30	22.46	11.04
28-09-2011	8.30	22.11	11.24
27-09-2011	8.30	21.09	10.72
26-09-2011	8.19	20.91	10.64
23-09-2011	8.26	20.74	10.68
22-09-2011	8.26	20.57	10.92
21-09-2011	8.10	20.57	10.76
20-09-2011	8.10	20.57	10.76
19-09-2011	8.19	20.40	11.04
16-09-2011	8.19	20.23	10.64
15-09-2011	8.61	20.23	10.88
14-09-2011	8.61	20.40	10.88
13-09-2011	8.82	20.74	11.12
12-09-2011	8.84	20.57	11.00
09-09-2011	8.89	20.74	11.28
08-09-2011	8.84	20.74	11.32
07-09-2011	8.68	20.57	11.40
06-09-2011	8.61	20.23	11.32
05-09-2011	8.84	20.23	11.40
01-09-2011	9.05	20.23	11.61
31-08-2011	9.07	20.23	11.08
30-08-2011	8.96	20.23	11.00
29-08-2011	8.72	20.23	10.92
26-08-2011	8.61	20.06	10.84
25-08-2011	8.61	19.89	10.88
24-08-2011	8.33	19.54	10.80
23-08-2011	8.10	19.71	10.88
22-08-2011	8.10	19.54	11.00
19-08-2011	7.71	19.87	11.00
18-08-2011	7.62	19.87	11.20
17-08-2011	7.31	19.71	11.08
16-08-2011	7.04	19.22	10.80
15-08-2011	6.97	18.57	10.80
12-08-2011	6.95	18.24	10.84
11-08-2011	6.93	18.08	10.72
10-08-2011	6.88	18.24	10.64
09-08-2011	6.86	17.43	10.56
08-08-2011	6.95	18.08	10.84
05-08-2011	6.88	18.57	10.96
04-08-2011	6.84	18.89	11.04
03-08-2011	6.84	18.73	10.88
02-08-2011	6.90	18.73	11.20
01-08-2011	7.04	19.38	11.24
29-07-2011	6.88	19.54	11.32
28-07-2011	6.90	19.87	11.40
27-07-2011	6.93	19.71	11.36
26-07-2011	6.97	19.22	11.04
25-07-2011	6.99	18.73	11.28
22-07-2011	7.11	19.05	11.28
21-07-2011	7.08	18.24	11.48
20-07-2011	7.15	18.57	11.12
19-07-2011	7.17	18.73	10.80
18-07-2011	7.20	18.73	10.80
15-07-2011	7.24	18.40	10.29
14-07-2011	7.20	18.08	10.58
13-07-2011	7.13	17.91	10.07
12-07-2011	7.47	17.91	10.07
11-07-2011	7.80	18.57	10.11
08-07-2011	7.83	18.73	10.04
07-07-2011	7.87	18.57	10.11
06-07-2011	7.87	18.40	10.11
05-07-2011	7.89	18.40	10.22
04-07-2011	7.92	18.57	10.00
01-07-2011	8.23	18.40	10.04
30-06-2011	8.54	18.57	9.97
29-06-2011	8.36	18.57	10.07
28-06-2011	7.98	18.08	10.04
27-06-2011	8.05	17.24	10.11
24-06-2011	7.89	17.37	9.93
23-06-2011	7.78	17.24	10.11
22-06-2011	7.94	16.96	10.40
21-06-2011	7.98	16.69	10.40
20-06-2011	7.85	16.42	10.00
17-06-2011	8.03	16.29	9.93
16-06-2011	8.14	16.29	10.33
15-06-2011	8.14	16.15	10.18
14-06-2011	8.18	16.01	10.47
13-06-2011	8.21	16.15	10.54
10-06-2011	8.27	15.88	10.58
09-06-2011	8.23	15.34	10.54
08-06-2011	8.30	15.34	10.51
07-06-2011	8.43	15.47	11.01
06-06-2011	8.32	15.34	10.54
03-06-2011	8.39	15.61	10.47
02-06-2011	8.39	15.61	10.97
01-06-2011	8.32	15.61	10.58
31-05-2011	8.27	15.34	10.07
30-05-2011	8.30	15.47	9.71
27-05-2011	8.32	15.34	10.22
26-05-2011	8.10	14.93	9.75
25-05-2011	7.87	14.79	9.32
24-05-2011	7.92	15.47	9.79
23-05-2011	7.92	16.15	10.29
20-05-2011	8.10	16.96	10.79
19-05-2011	8.23	16.96	11.26
18-05-2011	8.32	17.10	11.48
17-05-2011	8.54	17.10	11.12
16-05-2011	8.54	16.96	10.61
13-05-2011	8.77	16.96	10.11
12-05-2011	8.81	16.96	10.11
11-05-2011	8.84	16.96	10.15
10-05-2011	8.77	16.83	10.15
09-05-2011	8.72	17.24	10.29
06-05-2011	8.72	16.96	10.36
05-05-2011	8.88	16.96	10.15
04-05-2011	8.97	16.42	10.22
29-04-2011	9.11	16.42	10.22
28-04-2011	9.02	16.29	10.07
27-04-2011	8.99	16.29	10.18
26-04-2011	9.11	16.15	10.11
25-04-2011	9.22	16.29	10.33
22-04-2011	9.20	16.29	10.15
21-04-2011	9.11	16.29	10.29
20-04-2011	9.22	16.15	10.43
19-04-2011	9.24	16.01	10.33
18-04-2011	9.31	16.01	10.29
15-04-2011	9.38	16.29	10.58
14-04-2011	9.33	16.29	10.76
13-04-2011	9.67	16.29	10.79
08-04-2011	9.71	16.01	10.97
07-04-2011	9.71	16.15	11.01
06-04-2011	9.71	15.88	11.15
05-04-2011	9.69	15.88	10.90
04-04-2011	9.74	15.74	10.94
01-04-2011	9.67	15.61	11.05
31-03-2011	9.65	15.88	11.23
30-03-2011	9.69	15.88	11.05
29-03-2011	9.67	15.74	11.15
28-03-2011	9.65	15.88	11.15
25-03-2011	9.67	15.61	11.15
24-03-2011	9.74	15.61	11.12
23-03-2011	9.67	15.47	11.37
22-03-2011	9.65	15.47	11.41
21-03-2011	10.14	15.61	11.84
18-03-2011	10.12	15.61	11.33
17-03-2011	10.52	15.61	10.79
16-03-2011	10.55	15.61	10.87
15-03-2011	10.57	15.61	10.83
14-03-2011	10.64	15.61	11.12
11-03-2011	10.79	16.01	11.48
10-03-2011	11.00	16.01	11.51
09-03-2011	10.57	15.47	11.33
08-03-2011	10.68	15.20	11.51
07-03-2011	10.84	15.47	11.51
04-03-2011	10.79	15.34	11.30
03-03-2011	10.55	15.06	11.15
02-03-2011	10.97	15.06	11.33
01-03-2011	11.13	15.34	11.77
28-02-2011	11.20	15.47	11.66
25-02-2011	11.22	15.47	11.59
24-02-2011	11.22	15.20	11.41
23-02-2011	11.22	15.34	11.84
22-02-2011	11.22	15.74	11.48
21-02-2011	11.47	15.61	11.98
18-02-2011	11.81	15.88	12.59
17-02-2011	12.03	16.01	12.66
16-02-2011	12.03	15.88	12.70
15-02-2011	11.92	15.61	12.92
14-02-2011	12.14	15.88	12.77
11-02-2011	12.14	15.74	13.38
10-02-2011	12.14	15.74	13.56
09-02-2011	12.25	15.74	13.67
08-02-2011	12.37	15.74	13.64
28-01-2011	12.37	15.88	12.99
27-01-2011	12.14	16.01	12.45
26-01-2011	12.14	15.88	12.34
25-01-2011	12.03	15.88	12.30
24-01-2011	11.92	16.01	12.45
21-01-2011	11.92	16.01	11.87
20-01-2011	11.92	16.15	11.33
19-01-2011	11.92	15.88	11.37
18-01-2011	11.92	15.88	11.33
17-01-2011	11.92	15.88	11.33
14-01-2011	11.81	15.88	11.48
13-01-2011	11.69	15.61	11.15
12-01-2011	11.69	15.61	10.97
11-01-2011	11.69	15.61	11.05
10-01-2011	11.58	15.61	11.15
07-01-2011	11.69	15.74	11.05
06-01-2011	11.81	16.01	11.08
05-01-2011	11.69	16.01	11.01
04-01-2011	11.69	16.15	11.33
31-12-2010	11.58	16.29	11.69
30-12-2010	11.58	15.74	11.15
29-12-2010	11.58	16.15	10.97
28-12-2010	11.47	16.42	10.69
27-12-2010	11.36	16.29	10.72
24-12-2010	11.24	16.01	10.61
23-12-2010	10.79	16.01	10.90
22-12-2010	11.13	16.01	10.97
21-12-2010	11.02	16.29	11.48
20-12-2010	11.13	16.01	11.69
17-12-2010	11.36	15.88	11.66
16-12-2010	11.36	15.74	11.12
15-12-2010	11.47	15.74	11.12
14-12-2010	11.36	15.74	10.61
13-12-2010	11.69	15.61	10.12
10-12-2010	11.36	15.47	9.70
09-12-2010	11.22	15.20	9.52
08-12-2010	11.22	15.20	9.44
07-12-2010	11.36	15.06	9.70
06-12-2010	11.47	15.06	9.91
03-12-2010	11.36	15.06	9.85
02-12-2010	11.36	14.79	9.73
01-12-2010	11.36	14.93	9.79
30-11-2010	11.58	14.93	10.03
29-11-2010	11.47	14.93	10.09
26-11-2010	11.36	14.93	9.76
25-11-2010	11.13	15.34	9.97
24-11-2010	11.02	14.93	9.79
23-11-2010	11.02	14.52	9.79
22-11-2010	10.97	14.52	9.44
19-11-2010	11.09	14.93	9.20
18-11-2010	11.09	14.93	9.20
17-11-2010	10.70	15.06	8.99
16-11-2010	11.24	14.79	9.26
15-11-2010	11.24	15.47	9.38
12-11-2010	11.47	15.34	9.61
11-11-2010	11.47	15.34	9.49
10-11-2010	11.47	15.34	9.79
09-11-2010	11.47	15.34	9.79
08-11-2010	11.47	15.47	9.94
05-11-2010	11.81	15.47	10.21
04-11-2010	11.69	15.47	10.09
03-11-2010	11.69	15.47	10.12
02-11-2010	11.81	15.47	10.15
01-11-2010	11.92	15.61	10.38
29-10-2010	11.92	15.61	10.33
28-10-2010	11.81	15.61	10.33
27-10-2010	11.92	15.61	10.33
26-10-2010	11.92	15.61	10.21
25-10-2010	11.81	15.61	10.12
22-10-2010	11.81	15.34	10.33
21-10-2010	11.69	15.20	10.38
20-10-2010	11.81	15.20	10.35
19-10-2010	11.81	15.06	10.53
18-10-2010	12.03	15.34	10.65
15-10-2010	12.03	15.34	10.80
14-10-2010	12.14	15.34	10.80
13-10-2010	12.14	15.47	10.80
12-10-2010	12.14	15.47	10.68
11-10-2010	12.37	15.47	10.83
08-10-2010	12.37	15.47	10.83
07-10-2010	12.48	15.47	10.83
06-10-2010	12.37	15.61	10.92
05-10-2010	12.25	15.47	10.74
04-10-2010	12.14	15.47	10.68
01-10-2010	12.10	15.34	10.68
30-09-2010	12.21	15.34	10.74
29-09-2010	12.21	15.20	10.80
28-09-2010	12.32	15.34	10.83
27-09-2010	12.10	15.34	10.68
24-09-2010	11.99	15.47	10.83
23-09-2010	11.88	15.47	10.95
22-09-2010	12.10	15.47	10.68
21-09-2010	11.99	15.47	10.56
20-09-2010	12.32	15.47	10.92
17-09-2010	11.99	15.47	11.16
16-09-2010	11.77	15.47	10.86
15-09-2010	11.66	15.60	11.04
14-09-2010	11.44	15.60	11.07
13-09-2010	11.44	15.47	11.10
10-09-2010	11.55	15.60	10.98
09-09-2010	11.66	15.60	11.24
08-09-2010	11.66	15.60	11.27
07-09-2010	11.77	15.74	11.10
06-09-2010	11.77	15.74	11.27
01-09-2010	11.66	15.74	11.39
31-08-2010	11.66	15.74	11.39
30-08-2010	11.55	15.74	11.22
27-08-2010	11.22	15.60	10.92
26-08-2010	11.11	15.47	10.71
25-08-2010	11.00	15.47	10.68
24-08-2010	11.22	15.34	10.83
23-08-2010	11.33	16.01	10.98
20-08-2010	11.44	15.87	11.01
19-08-2010	11.33	15.87	10.71
18-08-2010	11.11	16.14	10.71
17-08-2010	11.44	16.14	10.83
16-08-2010	11.66	16.01	10.59
13-08-2010	11.22	16.01	10.27
12-08-2010	10.91	16.01	10.30
11-08-2010	11.44	16.01	10.33
10-08-2010	11.22	16.01	10.30
09-08-2010	11.44	16.01	10.59
06-08-2010	11.55	16.01	11.04
05-08-2010	11.55	16.01	11.04
04-08-2010	11.44	15.87	10.98
03-08-2010	11.44	16.01	10.95
02-08-2010	11.44	15.87	10.98
30-07-2010	11.44	16.14	11.13
29-07-2010	11.66	16.01	10.98
28-07-2010	11.55	16.01	10.95
27-07-2010	12.10	16.01	10.98
26-07-2010	11.77	16.01	11.04
23-07-2010	11.66	16.14	11.27
22-07-2010	11.44	15.74	11.33
21-07-2010	11.55	15.87	11.48
20-07-2010	11.55	15.60	11.63
19-07-2010	11.44	15.87	11.69
16-07-2010	11.44	15.60	11.60
15-07-2010	11.44	15.60	11.57
14-07-2010	11.55	15.74	11.48
13-07-2010	11.44	15.74	11.87
12-07-2010	11.44	15.60	11.45
09-07-2010	11.44	15.60	11.54
08-07-2010	11.44	15.47	11.57
07-07-2010	11.22	15.47	11.57
06-07-2010	11.44	15.60	11.60
05-07-2010	11.55	15.74	11.81
02-07-2010	11.44	15.74	11.69
01-07-2010	11.44	15.74	11.72
30-06-2010	11.55	15.74	12.22
29-06-2010	11.55	15.87	12.28
28-06-2010	11.44	15.60	11.72
25-06-2010	11.44	15.87	11.42
24-06-2010	11.66	15.74	11.87
23-06-2010	11.77	15.60	11.87
22-06-2010	11.77	15.60	11.93
21-06-2010	11.88	15.60	11.90
18-06-2010	11.77	15.74	11.87
17-06-2010	11.88	15.60	11.99
16-06-2010	11.88	15.60	11.72
15-06-2010	11.88	15.74	11.48
14-06-2010	11.77	15.87	11.30
11-06-2010	11.99	15.87	11.33
10-06-2010	11.88	15.87	11.22
09-06-2010	11.77	15.60	11.19
08-06-2010	11.77	15.60	11.22
07-06-2010	11.66	16.01	11.24
04-06-2010	11.88	16.14	11.51
03-06-2010	11.88	15.87	11.38
02-06-2010	11.77	16.14	11.38
01-06-2010	11.77	16.14	11.38
31-05-2010	11.77	15.87	11.33
28-05-2010	11.88	16.28	11.38
27-05-2010	11.44	16.01	11.13
26-05-2010	11.33	15.87	11.11
25-05-2010	11.22	15.60	11.16
24-05-2010	11.22	15.47	11.11
21-05-2010	10.91	15.34	10.86
20-05-2010	11.44	15.67	11.33
19-05-2010	11.22	15.40	11.27
18-05-2010	11.44	15.40	11.49
17-05-2010	11.44	15.67	11.49
14-05-2010	11.66	16.07	11.58
13-05-2010	11.22	15.94	11.58
12-05-2010	11.33	16.21	11.52
11-05-2010	11.44	16.21	11.80
10-05-2010	11.22	16.07	11.80
07-05-2010	11.66	16.34	11.80
06-05-2010	11.79	16.21	11.91
05-05-2010	11.97	16.34	12.02
04-05-2010	11.97	16.48	12.27
29-04-2010	11.70	16.48	11.94
28-04-2010	11.88	16.61	12.08
27-04-2010	11.53	16.61	12.19
26-04-2010	11.53	16.48	12.05
22-04-2010	11.70	16.34	12.16
21-04-2010	11.44	16.07	11.80
20-04-2010	11.26	16.07	11.77
19-04-2010	11.44	16.21	11.88
16-04-2010	11.53	16.21	11.99
15-04-2010	11.53	16.21	12.11
14-04-2010	11.44	15.94	12.11
13-04-2010	11.44	15.81	12.19
12-04-2010	11.61	16.07	12.36
09-04-2010	11.61	15.94	12.22
08-04-2010	11.35	15.81	12.19
07-04-2010	11.44	16.07	12.30
06-04-2010	11.44	16.07	12.36
05-04-2010	11.26	15.81	12.41
02-04-2010	11.26	15.81	12.30
01-04-2010	11.26	15.94	12.27
31-03-2010	11.09	15.81	12.22
30-03-2010	11.00	15.81	12.27
29-03-2010	11.44	15.94	12.47
26-03-2010	10.91	15.94	12.63
25-03-2010	11.09	15.94	12.27
24-03-2010	11.53	16.21	12.55
23-03-2010	11.44	15.94	12.47
22-03-2010	11.53	15.54	12.44
19-03-2010	11.79	15.41	12.38
18-03-2010	11.88	15.81	12.52
17-03-2010	11.44	16.07	12.49
16-03-2010	11.79	15.94	12.72
15-03-2010	12.23	16.21	13.05
12-03-2010	12.14	16.60	13.19
11-03-2010	12.14	16.60	13.19
10-03-2010	12.32	16.74	13.30
09-03-2010	12.58	16.74	48
08-03-2010	12.49	16.47	46.90
05-03-2010	12.49	16.60	46.90
04-03-2010	11.97	16.47	47.10
03-03-2010	11.44	16.47	47.80
02-03-2010	11.26	16.21	47.40
01-03-2010	11.17	16.74	49.80
26-02-2010	10.91	16.60	49
25-02-2010	11.00	16.74	47
24-02-2010	11.17	16.60	46.50
23-02-2010	11.26	16.74	45.20
22-02-2010	11.53	16.60	45.20
12-02-2010	11.53	16.60	44.50
11-02-2010	11.35	16.47	44.50
10-02-2010	11.26	16.21	43.50
09-02-2010	11.26	15.81	42.60
08-02-2010	11.35	15.81	43.70
05-02-2010	11.44	16.07	43.70
04-02-2010	11.70	16.87	44.50
03-02-2010	11.61	17.00	43.50
02-02-2010	11.35	17.14	42.30
01-02-2010	11.26	17.00	41.80
29-01-2010	10.73	16.47	42
28-01-2010	10.82	16.47	42.30
27-01-2010	11.26	16.47	42.80
26-01-2010	11.44	16.47	42.80
25-01-2010	11.09	15.81	42.50
22-01-2010	10.73	15.54	42.50
21-01-2010	11.00	15.54	43
20-01-2010	11.09	15.67	43.80
19-01-2010	11.44	15.81	44.70
18-01-2010	11.44	15.67	43.50
15-01-2010	11.53	15.94	45.30
14-01-2010	11.70	15.94	46.40
13-01-2010	11.53	15.94	47
12-01-2010	11.35	16.07	45.50
11-01-2010	11.88	16.07	47
08-01-2010	12.14	15.67	47
07-01-2010	12.76	15.54	47
06-01-2010	12.23	15.41	48
05-01-2010	11.70	15.54	49.80
04-01-2010	11.17	15.54	49.30
31-12-2009	10.65	15.14	47
30-12-2009	10.82	15.01	45.60
29-12-2009	10.56	14.61	45.20
28-12-2009	10.56	14.61	46
25-12-2009	10.47	14.48	47
24-12-2009	10.03	14.21	46
23-12-2009	9.85	14.08	46.20
22-12-2009	10.03	14.08	46.60
21-12-2009	10.03	13.42	47.60
18-12-2009	9.68	12.88	46.20
17-12-2009	9.24	13.55	44
16-12-2009	9.68	14.08	43
15-12-2009	9.85	14.74	44.90
14-12-2009	9.85	14.48	42.80
11-12-2009	9.77	13.81	40.80
10-12-2009	9.94	14.35	42.70
09-12-2009	10.03	15.01	43
08-12-2009	10.03	15.01	44.70
07-12-2009	9.55	15.01	46
04-12-2009	9.55	15.28	46.20
03-12-2009	9.80	15.54	47
02-12-2009	9.80	15.94	47
01-12-2009	9.93	16.34	48.10
30-11-2009	9.49	16.21	45.90
27-11-2009	9.49	16.07	43.80
26-11-2009	9.11	15.67	41.80
25-11-2009	9.55	15.01	44
24-11-2009	10.06	15.54	46.30
23-11-2009	10.12	15.81	47.20
20-11-2009	10.62	16.21	48.20
19-11-2009	10.75	16.34	48.90
18-11-2009	10.81	16.21	48.30
17-11-2009	10.56	16.07	48.90
16-11-2009	10.31	15.94	49.60
13-11-2009	10.43	16.07	49.80
12-11-2009	10.68	16.60	50.50
11-11-2009	10.24	16.04	50
10-11-2009	10.31	15.84	49.60
09-11-2009	10.37	15.84	50.50
06-11-2009	10.87	15.94	51.50
05-11-2009	10.76	16.44	53
04-11-2009	10.39	16.34	51.50
03-11-2009	10.88	15.74	51.50
02-11-2009	10.51	16.14	53
30-10-2009	11.06	16.64	52
29-10-2009	11.00	16.34	51
28-10-2009	11.06	16.84	53
27-10-2009	11.00	16.44	53
26-10-2009	11.49	16.44	55
23-10-2009	11.61	16.74	56.50
22-10-2009	12.23	17.04	55
21-10-2009	12.35	16.74	54
20-10-2009	11.80	17.04	54.50
19-10-2009	11.61	17.24	55
16-10-2009	11.55	17.43	56.50
15-10-2009	11.61	17.63	57
14-10-2009	11.61	17.33	54.50
13-10-2009	11.43	16.64	52
12-10-2009	11.31	17.14	53
09-10-2009	11.19	17.24	51.50
08-10-2009	11.13	17.14	51
07-10-2009	11.06	16.74	51
06-10-2009	10.64	15.94	50.50
05-10-2009	10.33	15.44	51
02-10-2009	10.45	15.44	51
01-10-2009	10.88	15.84	52.50
30-09-2009	10.88	16.44	53.50
29-09-2009	11.25	16.44	54
28-09-2009	11.74	15.74	54.50
25-09-2009	12.23	15.04	55.50
24-09-2009	11.68	14.94	53.50
23-09-2009	11.13	15.04	54.50
22-09-2009	11.37	14.84	54
21-09-2009	11.25	15.14	55
18-09-2009	11.00	15.34	56.50
17-09-2009	10.51	15.24	56
16-09-2009	10.03	15.14	55
15-09-2009	10.51	15.04	52.50
14-09-2009	10.58	15.14	53
11-09-2009	10.09	15.34	53
10-09-2009	9.66	15.24	53
09-09-2009	9.90	15.44	53.50
08-09-2009	9.48	16.24	53.50
07-09-2009	9.05	16.54	53
04-09-2009	8.62	15.84	54.50
03-09-2009	8.56	15.09	56
02-09-2009	8.62	14.40	57
01-09-2009	8.62	14.40	57
31-08-2009	8.56	14.40	57.50
28-08-2009	8.56	13.91	56.50
27-08-2009	8.44	13.32	56
26-08-2009	8.44	13.12	56
25-08-2009	8.37	13.32	55.50
24-08-2009	8.62	13.32	56.50
21-08-2009	8.56	13.12	56
20-08-2009	8.50	13.02	55.50
19-08-2009	8.19	13.02	55.50
18-08-2009	7.82	12.82	55.50
17-08-2009	7.46	13.02	56
14-08-2009	7.15	13.42	57
13-08-2009	6.85	13.61	57
12-08-2009	7.03	13.02	56.50
11-08-2009	6.91	12.43	57
10-08-2009	6.60	12.23	57.50
07-08-2009	6.30	12.04	56.50
06-08-2009	6.00	11.84	57
05-08-2009	5.93	12.04	58
04-08-2009	5.93	11.54	58.50
03-08-2009	5.73	11.54	56.50
31-07-2009	5.75	11.34	54
30-07-2009	5.75	11.34	51.50
29-07-2009	5.98	11.44	52.50
28-07-2009	5.80	11.44	53
27-07-2009	5.78	11.74	54.50
24-07-2009	5.51	11.64	52
23-07-2009	5.26	11.15	49.80
22-07-2009	5.17	10.85	47.50
21-07-2009	5.44	10.56	46.90
20-07-2009	5.23	10.26	46.80
17-07-2009	5.50	10.65	49.10
16-07-2009	5.58	10.75	49.80
15-07-2009	5.50	10.75	49
14-07-2009	5.38	10.75	47.80
13-07-2009	5.44	10.75	49
10-07-2009	5.56	11.05	51.50
09-07-2009	5.60	11.15	54
08-07-2009	5.62	11.15	55.50
07-07-2009	5.62	11.15	56.50
06-07-2009	5.62	11.15	58.50
03-07-2009	5.43	10.85	56
02-07-2009	5.33	10.85	58
01-07-2009	5.09	10.75	60.50
30-06-2009	5.34	11.25	60
29-06-2009	5.62	11.44	
26-06-2009	5.75	11.74	
25-06-2009	5.69	11.74	
24-06-2009	5.67	11.25	
23-06-2009	5.47	11.64	
22-06-2009	5.75	12.23	
19-06-2009	6.04	12.73	
18-06-2009	5.98	12.73	
17-06-2009	5.73	12.82	
16-06-2009	5.47	13.12	
15-06-2009	5.75	13.81	
12-06-2009	6.04	13.22	
11-06-2009	6.36	13.81	
10-06-2009	6.30	14.40	
09-06-2009	6.60	15.09	
08-06-2009	6.42	14.99	
05-06-2009	6.11	14.40	
04-06-2009	5.93	13.81	
03-06-2009	5.78	13.32	
02-06-2009	5.75	12.73	
01-06-2009	5.48	12.23	
29-05-2009	5.44	11.74	
28-05-2009	5.32	11.44	
27-05-2009	5.42	11.84	
26-05-2009	5.38	11.84	
25-05-2009	5.37	11.74	
22-05-2009	5.12	11.25	
21-05-2009	5.14	11.64	
20-05-2009	5.32	11.84	
19-05-2009	5.18	11.34	
18-05-2009	4.94	10.85	
15-05-2009	4.94	10.85	
14-05-2009	4.71	10.75	
13-05-2009	4.49	11.15	
12-05-2009	4.49	11.15	
11-05-2009	4.40	11.05	
08-05-2009	4.24	10.56	
07-05-2009	4.22	10.56	
06-05-2009	4.02	10.85	
05-05-2009	4.02	11.25	
04-05-2009	3.86	10.75	
29-04-2009	3.68	10.26	
28-04-2009	3.61	10.26	
27-04-2009	3.79	10.26	
24-04-2009	3.67	10.26	
23-04-2009	3.52	10.36	
22-04-2009	3.66	10.36	
21-04-2009	3.53	10.26	
20-04-2009	3.72	10.75	
17-04-2009	3.90	11.05	
16-04-2009	4.01	11.05	
15-04-2009	3.91	11.05	
14-04-2009	3.77	11.15	
13-04-2009	3.59	11.54	
10-04-2009	3.42	11.05	
09-04-2009	3.29	10.56	
08-04-2009	3.18	11.05	
