date	KDC	DHG	VCB
19-10-2022	61.50	86	67.90
18-10-2022	61.80	83.40	67.70
17-10-2022	62	82.90	66.30
14-10-2022	63.10	83.30	68.10
13-10-2022	61.80	84	66.50
12-10-2022	61.50	84.20	64
11-10-2022	62.50	81	62
10-10-2022	63	83	65.10
07-10-2022	63.80	84	66.70
06-10-2022	64.30	84	70.10
05-10-2022	65	85	71.50
04-10-2022	62.30	84.50	71.30
03-10-2022	62.30	85.60	70.60
30-09-2022	62.50	85.50	73.20
29-09-2022	62.90	86.50	74
28-09-2022	63.20	88.60	75
27-09-2022	63.50	88.60	74.30
26-09-2022	63.50	87.40	75
23-09-2022	63.80	89	75.90
22-09-2022	63.70	89.80	78
21-09-2022	64.30	89.30	78.90
20-09-2022	65	90.80	79.20
19-09-2022	64.50	90.20	78.80
16-09-2022	64.90	90.90	80
15-09-2022	65.40	91.10	79.20
14-09-2022	66	90.50	78.30
13-09-2022	66.60	90.80	78.60
12-09-2022	66.90	92	79.10
09-09-2022	67	90.30	78.80
08-09-2022	67	90.30	78
07-09-2022	67	91	80
06-09-2022	67	92	82.70
05-09-2022	67	91.40	82.60
31-08-2022	67	91	84
30-08-2022	66.70	91.10	86
29-08-2022	66.70	92	82.50
26-08-2022	66.90	93.30	82.50
25-08-2022	67	93.30	82
24-08-2022	67	93.70	82
23-08-2022	67	93	80.20
22-08-2022	67	94	80
19-08-2022	67.50	93.40	80.90
18-08-2022	68	91.80	81.50
17-08-2022	68.10	91.60	81.50
16-08-2022	68.50	91.60	81.50
15-08-2022	68	92.10	81.80
12-08-2022	68	92.60	81.60
11-08-2022	68.20	92	81.50
10-08-2022	68.50	92.80	80.50
09-08-2022	68.50	92.30	80.80
08-08-2022	68.50	91.40	82
05-08-2022	68.50	91.50	82
04-08-2022	68.50	91.40	82.50
03-08-2022	69	91.90	79.50
02-08-2022	69	92	78.90
01-08-2022	70	92	77
29-07-2022	70.50	92.30	74.70
28-07-2022	69	92	75.30
27-07-2022	65.40	92.80	75
26-07-2022	64.70	92	73.90
25-07-2022	64.60	91.50	72.90
22-07-2022	64.20	93.50	72.50
21-07-2022	62	91.70	72.50
20-07-2022	61.40	88.50	72.50
19-07-2022	61.30	87.30	71.30
18-07-2022	61.30	88	72
15-07-2022	61.50	88	72.30
14-07-2022	61.40	88.20	72.40
13-07-2022	58.90	88.40	71.80
12-07-2022	58.70	88	71.90
11-07-2022	58.80	87.10	72
08-07-2022	58.90	88	74
07-07-2022	58.90	87.40	75.50
06-07-2022	58.50	87.40	72.80
05-07-2022	61.50	88.70	74
04-07-2022	63.70	88.20	74.10
01-07-2022	64.90	87.90	74
30-06-2022	64.90	87.80	74.80
29-06-2022	66	88	75.50
28-06-2022	65	88.20	76.30
27-06-2022	63.70	88.10	74.90
24-06-2022	61.70	86.50	75
23-06-2022	61.80	86.10	75.90
22-06-2022	61.80	86	76
21-06-2022	61.40	86	77.70
20-06-2022	62.90	88.80	76
17-06-2022	63	88.80	76.10
16-06-2022	63.50	90.90	79.10
15-06-2022	62.50	90	76.50
14-06-2022	62.50	90.50	77
13-06-2022	61.20	90.50	76.40
10-06-2022	64	92.90	77.70
09-06-2022	65.40	92.80	77.80
08-06-2022	65	92.20	79.20
07-06-2022	63.50	91.50	81
06-06-2022	63.50	91.10	79.70
03-06-2022	63.50	91.80	77.50
02-06-2022	62.50	92.50	79
01-06-2022	62.70	92.90	80.50
31-05-2022	62.40	93.90	78.90
30-05-2022	58.40	93.50	78
27-05-2022	54.60	93.80	77.40
26-05-2022	54.60	93	76.70
25-05-2022	54.60	93	77
24-05-2022	53.20	91.60	75.60
23-05-2022	50.30	90.50	74.40
20-05-2022	50	91	75.30
19-05-2022	50	91.40	76
18-05-2022	50.20	93	75.40
17-05-2022	50.10	92	76
16-05-2022	49.80	90.50	74.20
13-05-2022	50	94	73
12-05-2022	50.80	96.50	77
11-05-2022	51	98	80
10-05-2022	50	97.40	80
09-05-2022	50.70	97.40	77.90
06-05-2022	51.30	100.80	79.40
05-05-2022	51.60	99	81
04-05-2022	51.90	99.50	79.90
29-04-2022	51.90	101.10	80.90
28-04-2022	52	99.90	81.50
27-04-2022	52	99.30	81.50
26-04-2022	51.50	99.70	80.50
25-04-2022	51.30	96	81.80
22-04-2022	51.90	101.70	82.20
21-04-2022	52	101.60	78.40
20-04-2022	52.50	101.60	78.40
19-04-2022	52.50	102	77.70
18-04-2022	52.40	102	77.70
15-04-2022	52.89	101.90	80.20
14-04-2022	52.30	102.10	81
13-04-2022	52.40	102.80	82.40
12-04-2022	52.89	102	82.40
08-04-2022	52.89	106.20	83
07-04-2022	53.29	106.70	83
06-04-2022	53.49	106.80	84.60
05-04-2022	53.59	108	83
04-04-2022	53.78	110.30	82.60
01-04-2022	53.19	109.40	82.80
31-03-2022	53.19	107.70	82.10
30-03-2022	53.09	107.51	82
29-03-2022	53.19	108.47	81.90
28-03-2022	53.09	107.99	82.40
25-03-2022	53.29	107.80	82.50
24-03-2022	53.39	107.80	83.50
23-03-2022	53.29	106.92	84.90
22-03-2022	53.59	104.12	84.90
21-03-2022	53.88	106.63	84.90
18-03-2022	51.91	105.38	84.20
17-03-2022	53.39	105.57	83
16-03-2022	53.59	105.28	82.50
15-03-2022	53.69	105.28	81.10
14-03-2022	53.78	105.86	84.20
11-03-2022	53.78	108.38	83.80
10-03-2022	53.88	110.80	83.50
09-03-2022	54.38	110.90	83
08-03-2022	53.19	110.90	81.50
07-03-2022	53.19	113.03	84.90
04-03-2022	53.39	112.35	84.90
03-03-2022	53.39	114.19	85.50
02-03-2022	53.29	114.29	85
01-03-2022	53.39	108.57	85
28-02-2022	53.39	108.96	84.50
25-02-2022	53.78	110.22	85.10
24-02-2022	54.18	109.15	85.30
23-02-2022	54.38	111.38	86.90
22-02-2022	53.78	110.41	86.80
21-02-2022	54.08	111.38	87.40
18-02-2022	54.08	105.47	87.20
17-02-2022	54.18	98.69	87.50
16-02-2022	54.08	98.60	87
15-02-2022	54.08	98.01	87
14-02-2022	54.08	96.46	86
11-02-2022	54.38	98.31	90
10-02-2022	53.39	100.44	91.30
09-02-2022	53.39	97.82	90.80
08-02-2022	53.39	98.11	92
07-02-2022	53.49	99.66	92.40
28-01-2022	53.39	99.66	89
27-01-2022	53.39	96.37	91
26-01-2022	53.19	95.40	94.50
25-01-2022	53.19	95.40	95.80
24-01-2022	52.99	95.88	93
21-01-2022	53.39	98.89	89.20
20-01-2022	53.09	100.15	87.10
19-01-2022	52.60	100.05	85.40
18-01-2022	52.50	101.69	87.60
17-01-2022	52.50	102.66	87.40
14-01-2022	52.80	102.66	83.40
13-01-2022	52.60	99.27	81.90
12-01-2022	52.60	98.01	80
11-01-2022	52.89	103.54	79.40
10-01-2022	53.19	105.08	79.50
07-01-2022	53.19	110.99	79.80
06-01-2022	53.09	119.13	79.10
05-01-2022	53.29	111.38	78
04-01-2022	53.39	110.99	79
31-12-2021	53.39	109.44	78.80
30-12-2021	53.39	110.31	78.40
29-12-2021	53.88	109.83	79.50
28-12-2021	53.88	112.25	80
27-12-2021	53.98	111.96	79.80
24-12-2021	54.18	114.38	78.50
23-12-2021	54.18	119.42	76.50
22-12-2021	54.38	123.87	76.90
21-12-2021	54.67	125.91	76.57
20-12-2021	54.87	124.46	77.03
17-12-2021	54.87	119.71	74.71
16-12-2021	55.27	125.91	76.72
15-12-2021	55.37	131.53	77.34
14-12-2021	55.46	129.98	76.88
13-12-2021	55.37	129.01	77.11
10-12-2021	54.87	120.58	77.42
09-12-2021	55.96	122.42	76.80
08-12-2021	55.86	120.10	76.41
07-12-2021	55.56	118.16	76.03
06-12-2021	55.66	114.77	73.86
03-12-2021	55.56	113.03	75.87
02-12-2021	56.26	105.67	76.72
01-12-2021	56.85	98.79	76.65
30-11-2021	57.54	99.76	76.57
29-11-2021	55.73	100.63	78.27
26-11-2021	55.73	96.37	81.29
25-11-2021	54.83	96.46	82.92
24-11-2021	53.93	97.82	81.14
23-11-2021	53.84	95.59	76.72
22-11-2021	53.57	95.40	76.49
19-11-2021	53.03	96.66	75.17
18-11-2021	52.13	97.82	75.10
17-11-2021	52.58	98.89	75.87
16-11-2021	52.85	98.89	75.25
15-11-2021	52.85	99.95	75.64
12-11-2021	53.03	98.40	76.03
11-11-2021	52.76	97.72	76.10
10-11-2021	53.03	98.01	75.56
09-11-2021	53.12	98.79	75.17
08-11-2021	53.48	98.01	76.03
05-11-2021	53.66	98.01	75.48
04-11-2021	53.12	98.11	76.18
03-11-2021	53.75	98.79	76.41
02-11-2021	53.66	99.95	75.79
01-11-2021	53.93	99.08	75.10
29-10-2021	52.04	100.53	75.87
28-10-2021	52.04	98.50	75.79
27-10-2021	51.95	95.79	74.40
26-10-2021	51.77	95.69	72.77
25-10-2021	51.68	95.01	72.85
22-10-2021	51.68	95.21	73.01
21-10-2021	52.04	96.08	72.77
20-10-2021	52.13	95.59	73.55
19-10-2021	51.86	94.33	74.63
18-10-2021	51.86	94.82	74.32
15-10-2021	52.13	95.01	74.71
14-10-2021	52.13	95.88	74.86
13-10-2021	52.13	96.37	75.10
12-10-2021	52.13	95.21	75.10
11-10-2021	51.86	95.88	75.48
08-10-2021	52.04	96.56	75.10
07-10-2021	51.77	96.76	74.94
06-10-2021	51.68	96.46	74.01
05-10-2021	51.68	96.85	74.01
04-10-2021	52.13	96.46	73.24
01-10-2021	52.13	96.66	74.25
30-09-2021	52.40	96.76	75.25
29-09-2021	52.40	95.30	76.26
28-09-2021	52.40	95.69	76.80
27-09-2021	52.40	96.85	75.87
24-09-2021	52.76	99.76	77.03
23-09-2021	52.31	101.02	77.03
22-09-2021	53.03	98.60	77.03
21-09-2021	53.39	97.82	75.87
20-09-2021	53.48	97.82	77.11
17-09-2021	53.48	98.98	75.25
16-09-2021	53.48	95.88	75.95
15-09-2021	53.57	98.69	75.17
14-09-2021	53.48	99.47	76.10
13-09-2021	53.75	98.01	75.95
10-09-2021	53.66	97.05	76.80
09-09-2021	53.48	97.72	76.88
08-09-2021	53.66	99.27	77.19
07-09-2021	53.66	100.34	77.42
06-09-2021	53.93	101.69	77.42
01-09-2021	53.84	106.54	76.95
31-08-2021	53.93	107.99	76.95
30-08-2021	53.84	105.18	76.88
27-08-2021	53.84	98.31	75.72
26-08-2021	54.02	91.91	74.94
25-08-2021	53.66	90.56	75.48
24-08-2021	53.30	90.75	75.10
23-08-2021	53.48	92.11	75.33
20-08-2021	53.66	92.59	77.50
19-08-2021	53.75	94.43	79.59
18-08-2021	53.84	91.04	78.19
17-08-2021	53.84	90.27	78.19
16-08-2021	54.28	91.33	77.88
13-08-2021	54.55	90.65	77.11
12-08-2021	54.73	91.04	77.34
11-08-2021	54.10	91.23	77.81
10-08-2021	54.37	91.82	76.65
09-08-2021	54.73	91.33	76.10
06-08-2021	55.08	92.59	75.95
05-08-2021	54.99	91.91	76.95
04-08-2021	55.08	92.01	76.26
03-08-2021	55.17	90.85	76.49
02-08-2021	55.35	90.94	75.10
30-07-2021	55.53	90.65	75.87
29-07-2021	55.44	91.14	75.79
28-07-2021	55.17	90.56	75.10
27-07-2021	54.19	91.04	73.55
26-07-2021	54.46	91.91	74.32
23-07-2021	54.28	89.88	75.10
22-07-2021	54.28	90.56	77.65
21-07-2021	54.28	90.07	76.65
20-07-2021	54.28	90.07	77.57
19-07-2021	54.28	90.94	75.10
16-07-2021	54.28	89.10	79.35
15-07-2021	54.28	89.10	79.35
14-07-2021	54.10	89.20	78.81
13-07-2021	54.19	90.94	80.05
12-07-2021	54.28	89.10	82.92
09-07-2021	54.28	90.36	85.01
08-07-2021	54.73	90.94	85.94
07-07-2021	54.46	91.53	87.79
06-07-2021	54.28	91.82	86.71
05-07-2021	54.82	91.53	87.95
02-07-2021	54.99	91.14	88.95
01-07-2021	55.17	92.69	90.12
30-06-2021	54.99	92.59	90.12
29-06-2021	54.82	92.30	88.26
28-06-2021	54.73	92.59	87.17
25-06-2021	53.84	92.59	87.17
24-06-2021	53.84	92.98	85.70
23-06-2021	53.75	92.59	84.93
22-06-2021	53.57	92.78	83.30
21-06-2021	53.30	92.49	82.53
18-06-2021	53.39	92.88	84.00
17-06-2021	53.30	92.01	80.67
16-06-2021	53.30	92.01	80.52
15-06-2021	53.30	92.49	79.59
14-06-2021	52.41	92.98	78.97
11-06-2021	51.79	91.14	79.59
10-06-2021	51.70	91.53	78.81
09-06-2021	51.88	92.30	78.97
08-06-2021	51.88	93.37	77.42
07-06-2021	52.15	91.14	79.74
04-06-2021	52.06	91.33	81.21
03-06-2021	51.17	91.62	82.61
02-06-2021	50.72	92.01	82.06
01-06-2021	49.21	92.01	80.28
31-05-2021	50.28	91.14	76.34
28-05-2021	50.37	91.14	77.11
27-05-2021	50.54	92.01	76.41
26-05-2021	50.72	92.01	77.73
25-05-2021	50.54	92.20	77.26
24-05-2021	48.68	92.01	75.41
21-05-2021	45.56	91.53	74.94
20-05-2021	45.47	92.98	76.65
19-05-2021	45.38	92.98	72.85
18-05-2021	45.38	92.98	73.24
17-05-2021	45.38	92.98	74.32
14-05-2021	45.47	92.01	75.02
13-05-2021	45.56	91.53	74.94
12-05-2021	45.56	94.04	75.33
11-05-2021	45.47	95.11	75.79
10-05-2021	45.47	95.69	75.95
07-05-2021	45.38	94.43	75.10
06-05-2021	45.56	95.40	76.88
05-05-2021	45.56	95.86	78.35
04-05-2021	45.47	95.59	76.72
29-04-2021	45.56	92.89	77.42
28-04-2021	45.38	92.98	76.65
27-04-2021	45.56	93.07	76.65
26-04-2021	45.92	93.07	76.34
23-04-2021	46.09	92.61	80.52
22-04-2021	45.74	92.98	79.74
20-04-2021	46.27	90.28	79.74
19-04-2021	46.36	90.75	76.26
16-04-2021	46.45	90.75	74.55
15-04-2021	46.54	91.58	75.48
14-04-2021	46.81	91.68	76.41
13-04-2021	46.72	91.77	75.48
12-04-2021	46.90	92.14	76.57
09-04-2021	46.98	92.42	75.48
08-04-2021	46.98	92.24	77.42
07-04-2021	47.07	92.70	78.89
06-04-2021	47.07	92.70	78.89
05-04-2021	46.98	92.89	78.97
02-04-2021	46.98	92.98	75.72
01-04-2021	46.72	92.79	75.02
31-03-2021	46.72	92.79	73.39
30-03-2021	47.16	92.89	73.39
29-03-2021	47.16	92.89	73.78
26-03-2021	45.56	91.21	73.47
25-03-2021	45.38	93.07	73.63
24-03-2021	45.74	92.51	73.32
23-03-2021	46.09	93.44	74.17
22-03-2021	46.27	93.63	75.10
19-03-2021	45.03	93.54	72.93
18-03-2021	44.94	94.93	75.48
17-03-2021	44.94	94.19	74.01
16-03-2021	45.20	94.28	74.09
15-03-2021	45.29	94.19	74.55
12-03-2021	45.38	94.47	74.17
11-03-2021	45.29	94.47	74.55
10-03-2021	45.20	93.07	73.94
09-03-2021	45.12	91.77	73.55
08-03-2021	45.38	92.14	73.70
05-03-2021	43.65	92.14	74.63
04-03-2021	43.60	92.98	75.33
03-03-2021	43.51	93.17	76.18
02-03-2021	43.51	93.54	76.88
01-03-2021	43.34	93.82	76.80
26-02-2021	42.89	93.54	76.03
25-02-2021	42.71	94.00	76.03
24-02-2021	42.71	93.35	75.95
23-02-2021	43.07	94.84	77.42
22-02-2021	42.98	93.54	77.88
19-02-2021	40.49	93.35	78.43
18-02-2021	39.87	93.35	78.97
17-02-2021	39.60	94.00	77.42
09-02-2021	37.11	94.00	75.25
08-02-2021	36.31	92.89	72.85
05-02-2021	35.59	93.82	77.42
04-02-2021	35.59	92.89	76.57
03-02-2021	35.59	93.82	76.57
02-02-2021	34.84	91.30	74.71
01-02-2021	34.26	93.07	70.53
29-01-2021	34.88	94.00	72.00
28-01-2021	34.53	89.35	70.14
27-01-2021	37.11	94.00	75.41
26-01-2021	37.73	94.93	78.12
25-01-2021	38.62	96.24	79.35
22-01-2021	38.26	97.35	79.74
21-01-2021	37.02	98.10	79.74
20-01-2021	34.62	94.93	76.72
19-01-2021	34.70	95.86	76.65
18-01-2021	34.97	98.84	79.97
15-01-2021	34.97	100.52	79.90
14-01-2021	34.97	101.36	80.44
13-01-2021	34.97	101.45	81.14
12-01-2021	34.97	98.47	81.75
11-01-2021	35.15	100.52	80.90
08-01-2021	35.15	100.52	81.14
07-01-2021	34.75	100.80	82.84
06-01-2021	33.01	98.94	81.29
05-01-2021	32.97	97.35	76.88
04-01-2021	32.97	97.35	76.65
31-12-2020	32.92	96.80	75.79
30-12-2020	32.92	96.42	75.79
29-12-2020	32.92	96.52	76.80
28-12-2020	32.92	97.26	75.87
25-12-2020	33.10	97.35	75.56
24-12-2020	32.92	96.98	75.33
23-12-2020	33.24	96.80	75.48
22-12-2020	33.46	95.86	75.79
21-12-2020	34.17	96.89	76.57
18-12-2020	34.17	97.17	75.95
17-12-2020	33.90	97.07	73.72
16-12-2020	33.24	97.73	76.72
15-12-2020	33.28	98.19	75.10
14-12-2020	33.45	97.91	76.72
11-12-2020	33.28	97.91	74.64
10-12-2020	33.28	98.01	74.64
09-12-2020	33.54	99.12	74.10
08-12-2020	33.11	98.38	71.49
07-12-2020	33.19	99.03	71.49
04-12-2020	32.93	98.38	69.96
03-12-2020	31.11	95.86	71.80
02-12-2020	31.03	96.33	71.80
01-12-2020	31.03	96.33	70.65
30-11-2020	31.16	96.33	71.42
27-11-2020	31.07	96.24	72.57
26-11-2020	31.07	96.24	72.19
25-11-2020	31.20	96.14	71.80
24-11-2020	31.16	95.59	70.96
23-11-2020	31.03	95.49	70.34
20-11-2020	31.03	95.49	71.03
19-11-2020	30.85	95.77	69.27
18-11-2020	30.94	95.86	67.27
17-11-2020	30.77	95.40	67.27
16-11-2020	31.33	95.49	65.89
13-11-2020	31.50	95.40	66.73
12-11-2020	31.46	96.70	66.35
11-11-2020	31.63	96.80	65.20
10-11-2020	31.63	95.77	65.35
09-11-2020	31.42	96.80	65.66
06-11-2020	31.03	95.86	65.27
05-11-2020	30.77	95.86	65.27
04-11-2020	30.33	95.86	65.27
03-11-2020	29.90	96.80	65.27
02-11-2020	29.86	96.70	65.89
30-10-2020	29.81	94.93	63.74
29-10-2020	29.77	94.93	64.20
28-10-2020	29.90	94.93	64.66
27-10-2020	30.51	95.49	66.04
26-10-2020	30.68	95.86	66.04
23-10-2020	30.85	96.70	67.19
22-10-2020	30.85	96.52	66.50
21-10-2020	30.98	95.96	66.20
20-10-2020	30.94	95.86	67.35
19-10-2020	31.03	95.86	67.19
16-10-2020	31.11	96.80	67.73
15-10-2020	31.29	97.17	68.04
14-10-2020	30.77	98.19	67.73
13-10-2020	30.72	96.80	66.43
12-10-2020	31.07	98.28	65.96
09-10-2020	31.33	97.54	65.12
08-10-2020	31.33	97.73	65.12
07-10-2020	31.24	97.73	65.27
06-10-2020	31.85	97.54	64.43
05-10-2020	31.85	96.89	64.12
02-10-2020	31.81	98.56	64.51
01-10-2020	31.81	98.56	65.12
30-09-2020	31.63	98.19	64.58
29-09-2020	31.63	98.56	64.97
28-09-2020	32.07	98.66	66.04
25-09-2020	32.28	97.82	66.04
24-09-2020	32.20	98.84	66.12
23-09-2020	32.24	98.66	65.58
22-09-2020	31.81	98.66	64.51
21-09-2020	31.81	97.07	63.74
18-09-2020	31.76	98.28	63.66
17-09-2020	31.76	98.66	63.35
16-09-2020	30.77	97.17	63.66
15-09-2020	30.64	95.86	63.35
14-09-2020	30.59	95.03	63.74
11-09-2020	30.59	97.26	63.20
10-09-2020	31.03	95.77	63.05
09-09-2020	30.94	95.31	63.12
08-09-2020	30.25	97.73	63.35
07-09-2020	29.90	93.07	64.20
04-09-2020	29.90	95.03	65.20
03-09-2020	30.51	95.40	66.20
01-09-2020	30.72	97.54	63.74
31-08-2020	30.77	98.19	63.74
28-08-2020	31.20	98.66	64.05
27-08-2020	31.20	97.73	64.12
26-08-2020	30.51	98.10	64.12
25-08-2020	30.42	98.66	64.43
24-08-2020	30.30	97.54	64.43
21-08-2020	30.05	92.14	63.66
20-08-2020	29.10	90.28	63.74
19-08-2020	27.77	89.63	63.74
18-08-2020	27.77	89.07	63.20
17-08-2020	27.52	89.26	63.20
14-08-2020	26.94	89.35	62.97
13-08-2020	27.85	90.09	63.74
12-08-2020	27.85	89.91	63.05
11-08-2020	28.02	90.00	63.05
10-08-2020	28.27	90.00	62.89
07-08-2020	27.65	90.09	63.66
06-08-2020	27.69	90.19	63.58
05-08-2020	26.32	90.28	63.51
04-08-2020	26.28	90.28	62.89
03-08-2020	25.78	85.35	60.51
31-07-2020	24.83	84.79	58.67
30-07-2020	24.83	86.28	59.44
29-07-2020	24.79	86.37	59.51
28-07-2020	24.79	85.63	60.28
27-07-2020	24.37	84.70	59.13
24-07-2020	25.28	86.93	62.20
23-07-2020	25.91	86.37	63.35
22-07-2020	25.86	86.37	63.35
21-07-2020	25.86	86.37	63.35
20-07-2020	25.86	85.53	63.12
17-07-2020	26.11	86.56	63.58
16-07-2020	26.15	86.74	64.12
15-07-2020	25.08	86.74	64.12
14-07-2020	25.08	87.21	63.74
13-07-2020	25.20	86.46	63.66
10-07-2020	25.20	85.64	63.51
09-07-2020	25.28	86.74	64.20
08-07-2020	24.04	86.10	63.74
07-07-2020	24.04	86.00	64.05
06-07-2020	24.04	85.36	63.66
03-07-2020	23.96	84.72	63.74
02-07-2020	23.96	83.79	63.43
01-07-2020	23.75	83.33	63.51
30-06-2020	23.54	84.25	61.66
29-06-2020	23.63	82.69	62.59
26-06-2020	24.04	83.89	63.97
25-06-2020	24.45	83.33	64.28
24-06-2020	24.70	84.35	65.04
23-06-2020	24.87	84.16	66.04
22-06-2020	24.99	85.08	65.66
19-06-2020	24.95	84.81	65.58
18-06-2020	24.87	84.72	65.27
17-06-2020	24.79	84.72	64.66
16-06-2020	24.58	84.25	64.28
15-06-2020	24.21	83.06	62.97
12-06-2020	25.70	83.33	65.73
11-06-2020	26.78	84.72	67.58
10-06-2020	27.69	85.82	68.81
09-06-2020	27.90	86.56	68.73
08-06-2020	27.85	85.64	68.65
05-06-2020	27.73	85.36	68.35
04-06-2020	27.77	85.73	68.35
03-06-2020	27.81	85.64	67.50
02-06-2020	27.81	86.56	66.50
01-06-2020	27.52	85.45	66.43
29-05-2020	26.40	84.99	65.43
28-05-2020	24.70	85.45	64.89
27-05-2020	24.70	85.82	63.66
26-05-2020	24.87	85.64	63.35
25-05-2020	24.21	85.73	62.28
22-05-2020	24.04	85.54	62.20
21-05-2020	23.34	86.10	62.36
20-05-2020	21.88	84.81	61.13
19-05-2020	20.48	84.72	60.67
18-05-2020	19.15	84.35	60.28
15-05-2020	17.91	84.81	58.36
14-05-2020	17.82	84.72	58.36
13-05-2020	17.82	85.27	58.06
12-05-2020	17.20	86.19	58.06
11-05-2020	16.99	86.56	57.21
08-05-2020	16.83	85.64	56.44
07-05-2020	16.87	86.62	53.52
06-05-2020	16.17	84.83	51.91
05-05-2020	15.13	83.67	51.30
04-05-2020	14.51	83.94	51.76
29-04-2020	14.34	83.23	52.22
28-04-2020	14.01	83.76	51.45
27-04-2020	14.09	81.27	51.30
24-04-2020	14.13	81.80	52.91
23-04-2020	14.18	82.87	53.14
22-04-2020	14.09	81.18	53.22
21-04-2020	13.97	80.37	54.91
20-04-2020	14.42	80.37	55.21
17-04-2020	14.42	79.39	54.83
16-04-2020	14.09	79.39	54.68
15-04-2020	14.01	78.59	54.45
14-04-2020	13.35	78.32	53.68
13-04-2020	12.48	79.57	54.37
10-04-2020	12.52	79.57	54.22
09-04-2020	12.85	77.61	54.52
08-04-2020	12.93	74.49	51.84
07-04-2020	12.85	74.04	52.37
06-04-2020	12.35	74.93	52.22
03-04-2020	12.10	72.97	50.30
01-04-2020	12.43	70.47	49.92
31-03-2020	11.94	70.47	47.61
30-03-2020	12.72	70.38	46.84
27-03-2020	12.97	72.26	49.22
26-03-2020	13.26	73.59	48.53
25-03-2020	13.26	72.08	47.61
24-03-2020	12.81	67.44	44.54
23-03-2020	12.81	67.35	43.93
20-03-2020	12.89	69.58	47.23
19-03-2020	13.60	68.69	50.68
18-03-2020	13.68	70.74	53.22
17-03-2020	13.68	69.58	51.84
16-03-2020	13.76	73.15	51.53
13-03-2020	13.76	76.72	54.52
12-03-2020	14.09	75.73	55.06
11-03-2020	14.30	79.75	59.13
10-03-2020	14.71	79.84	61.36
09-03-2020	14.01	79.12	60.36
06-03-2020	15.05	84.74	64.89
05-03-2020	15.17	83.76	63.81
04-03-2020	15.09	83.67	62.74
03-03-2020	15.09	83.67	63.12
02-03-2020	15.00	84.74	62.82
28-02-2020	15.00	85.64	63.28
27-02-2020	15.25	87.87	64.51
26-02-2020	15.25	86.62	65.27
25-02-2020	15.25	87.42	66.20
24-02-2020	15.09	87.42	66.96
21-02-2020	15.34	86.35	68.35
20-02-2020	15.17	86.08	68.73
19-02-2020	14.88	86.53	68.73
18-02-2020	14.92	87.51	68.65
17-02-2020	14.92	86.53	68.65
14-02-2020	14.92	85.19	68.58
13-02-2020	14.92	85.64	68.58
12-02-2020	15.05	88.76	68.65
11-02-2020	15.05	88.31	68.50
10-02-2020	14.84	90.10	68.27
07-02-2020	15.25	86.89	69.11
06-02-2020	15.13	85.55	68.65
05-02-2020	14.92	86.08	68.27
04-02-2020	15.09	90.10	68.96
03-02-2020	15.42	91.52	68.12
31-01-2020	15.67	88.76	68.12
30-01-2020	15.87	82.96	68.27
22-01-2020	15.92	78.50	71.72
21-01-2020	15.83	78.77	72.19
20-01-2020	15.83	78.86	72.19
17-01-2020	15.83	78.50	72.57
16-01-2020	15.92	77.96	68.73
15-01-2020	15.83	79.39	68.58
14-01-2020	16.00	80.28	68.65
13-01-2020	16.04	77.70	68.65
10-01-2020	16.00	78.50	68.73
09-01-2020	15.75	79.39	68.12
08-01-2020	16.25	76.72	66.81
07-01-2020	16.41	79.57	67.42
06-01-2020	15.87	81.35	67.19
03-01-2020	16.41	81.35	69.04
02-01-2020	16.25	82.07	69.73
31-12-2019	16.12	81.62	69.27
30-12-2019	16.17	82.07	69.88
27-12-2019	16.00	82.51	68.88
26-12-2019	16.17	82.07	68.05
25-12-2019	15.75	82.78	68.43
24-12-2019	15.34	81.35	68.50
23-12-2019	15.34	81.27	69.19
20-12-2019	15.34	83.41	67.21
19-12-2019	15.34	82.69	66.98
18-12-2019	15.42	84.30	65.99
17-12-2019	15.50	84.39	64.93
16-12-2019	15.83	83.85	65.46
13-12-2019	15.75	84.74	67.28
12-12-2019	15.92	85.01	66.60
11-12-2019	15.75	85.01	65.38
10-12-2019	15.75	85.19	65.00
09-12-2019	16.00	85.46	64.85
06-12-2019	15.96	83.50	64.62
05-12-2019	15.96	83.85	64.54
04-12-2019	16.00	83.50	64.47
03-12-2019	16.00	83.85	62.41
02-12-2019	16.00	83.85	63.56
29-11-2019	16.25	83.14	64.93
28-11-2019	15.92	83.32	64.93
27-11-2019	15.96	83.85	65.69
26-11-2019	16.15	84.30	64.47
25-11-2019	15.96	83.23	64.32
22-11-2019	16.15	83.85	65.08
21-11-2019	16.47	83.85	66.60
20-11-2019	16.66	83.05	68.12
19-11-2019	16.39	83.50	69.26
18-11-2019	16.35	84.74	66.68
15-11-2019	16.47	85.64	68.27
14-11-2019	16.55	86.35	69.19
13-11-2019	17.18	83.85	68.88
12-11-2019	17.18	83.85	69.80
11-11-2019	17.33	83.76	69.49
08-11-2019	17.22	83.85	69.64
07-11-2019	17.22	82.96	69.49
06-11-2019	17.37	83.76	69.26
05-11-2019	17.33	83.85	69.11
04-11-2019	17.02	83.85	70.02
01-11-2019	17.06	82.51	67.59
31-10-2019	17.14	82.60	66.75
30-10-2019	17.14	82.60	66.83
29-10-2019	17.10	83.05	65.76
28-10-2019	17.30	83.41	66.52
25-10-2019	17.33	82.25	66.98
24-10-2019	17.49	83.41	66.14
23-10-2019	17.18	83.58	64.93
22-10-2019	16.90	83.85	65.00
